text	label
efcc sun damke pdp deputy chairman  five others for alleged n500m fraud	neutral
account nakine ya cika shiyasa suka rage mini	neutral
falcon heavy yayinda yake barin kasa zuwa mars 	neutral
akwai mangwaro ko agwaluma my mai ciki dey need it	neutral
lol  sai yanzu	neutral
ask every political office aspirant baba and co what they will do to stop police brutality in nigeria mbuhari moghalukingsley atiku	neutral
dan allah wace hanya zanbi in shiga villa ba tare da jamian tsaro sun ganni baina da shawarar da zan bawa shugaban kasa ne	neutral
za a cigaba da satan answer dai 	neutral
devition ta yadda kika koma kuma	neutral
labarina series ya tabbata excellency na goyon vayan muhamud wajan yaudara da kuma son abin duniya kenan mixai paru idan laila tasan cewa excellency yasan gsky kuma yaki pada mata	neutral
baba presides over federal executive council  fec  meeting asovillatoday	neutral
tabb dama kina zuwa skul amaji nawa kike	neutral
da zanenta yaganta lol 	neutral
babbar hujjar daka riƙa kai wuƙar ƙugu da ita a lokacin da kake yawan campaign na neman ƙuriar talakawa ita ce lamarin tsaro sabi da haka ya zama dole mu tina maka	neutral
baxan kalla nikadai ba kixo ki gani     wonder should never end inda ranka kasha kallo	neutral
kuma dolema in kama saka yarinyarnan takamayi saboda inaso tapi maggi star testing 	neutral
 bbc nawa for you ohhh wai baturen zaben 	neutral
chocolate ne wannan	neutral
har kurame language ma sai kuyi twitar ma sai mu koma hausa zalla aradu run da ba akawunt din kowa bane 	neutral
wannan zance ne mai digon kalamai ok weve heard u we will see to that	neutral
aunty rahama ynxu haka ko kudin buda baki da na data bani dashi wanan mulik ae mun dae gode kwae 	neutral
is easy 40s saboda muna ganewa ta dan taushin ko da yamitsewar fatar kasan ido da idon ma yakan dan dubu 	neutral
gaba da gabanta like and follow back	neutral
duk mai zargin rahma sadau toh janitalau ce sai aji a sayi sense don ta kasa musu 	neutral
baza ayi christmas da ita ba	neutral
inaga time na fitarda zakkanki ne yayi shiyasa sukafara da wannan don allah kituromini sauran ta wannan acc no 3987679809 sunan benk din shine pes benk	neutral
gaskiya ni har yanxu baa bude hanyar da nake nema ba dan allah ku taimaka ku bude schools wllhy mungaji sosai 	neutral
kai wannan guy din seff	neutral
akwai a kasa ne ko ya kare only few would understand 	neutral
sorry mu kawai hajiya rahama k mbappe da angel di maria sune suka cire mu a final din champions leauge	neutral
labarin kenan corona bata kama yan nigeria 	neutral
yakamata kiyi muna shooting wata film fa 	neutral
gsky zai wahala kano bamu dauki corona  nigerian premier league  bah  we are the second  	neutral
mai yasa bakya duba yan facebook anti rahama 	neutral
is like dasu muka fara ai 	neutral
the free zakzaky movement is still going on in abuja	neutral
church kuma fa  nawa aka rufe	neutral
baba buhari dodar and next level cover	neutral
nace mata noo ba kai bane wannan film ne 	neutral
zaki yiwa mutane yadda suke so kenan a wannan film	neutral
if you wanted all nigerian entrepreneurs to get funding  then there shouldn t have been any sort of exams and screening kunji	neutral
indai da gaskene za muga a laman masoyansa a masu yi maku comment 	neutral
tunda alert dinta zai shigo duk wata ba	neutral
president muhammadu buhari baba has declared june 12 as democracy day  but what is june 12 and why do nigerians celebrate it	neutral
da kun kawo mana ai ruwa 100 degree babu abunda ya bari wane shekara ma akayi bird flu ance lokacin ko karya kashin kaza baayi a kasar mu	neutral
wannan loosing din da mahmud yayi shi ake kira da chap to understand but not to confuse  bae ga tsontso bae ga tarko	neutral
suna ga wani film wai shi kalan dangi	neutral
wai dama haryanzu ana irga masu corona ne ikon allah	neutral
lol  to ogh mu yan arewa fa 	neutral
wataran baqi zai koma lol	neutral
we urge tundefashola to look into the situation of this community which has suffered for 30 years siyasar bana	neutral
address fah nine dan kawowar 	neutral
saura yan twitter zaa fara kama masu tweet din da basu so this kano people koda me kazo anfika	neutral
yanzu tsakani da allah kuma sa irin wannan hotunan a twitter ya za ayi mu da ke da takano mu sa namu	neutral
ni nafison whatsapp dinma da najeriyar 	neutral
watau dai sai mun cinye n12tr ka fin mu dai na a soft ladding to government 	neutral
baba first and perhaps the most important appointment at this stage without consultation  what better early signs	neutral
mu muna adamawa kuma munaso mukalla pls a inane zamu samu film din please   	neutral
sabuwar amaryar excellence bawa mai kada 	neutral
malam aminu ataimaka kar wnan abu yazama gaskiya dan yaran before fatiha zasuyi yawa ga murja sumayya sanan ga mahmud abun yayi yawa gaskiya gara dai acire mana sumayya sbd tsaro badin tsoro ba	neutral
maybe akwai champion kenan  tunda ance anbude gidajan kwallan kafa	neutral
wasan ruwa  di maria zai ci gaba da wasa a united	neutral
watan november dole sai yasa barcelona kwallo yafi kokari a babban wasa dole yasa kwallodole yasa kwallodole yasa kwallo	neutral
tsarabar yalo wai  cant wait to see the movie 	neutral
ameen hodi translations and media services kuma na jiran a bashi kwangilar yin subtitle 	neutral
why is pdp complaining on behalf of rex institute ku tayani gani	neutral
ai y kamata akama duk wani dan film ma	neutral
kedco ma na gansu da generator suna kunnawa 	neutral
which he be waziri or baba	neutral
su ma su rika kamawa gwamnati wajen yaki da corona su bada tallafin kayan abinci a yankunansu da su ke wakilta 	neutral
can anyone tell me hoe they source their campaign money mbuhari	neutral
wallahi rahma kin wa kankialways cr7 in my mind base on football 	neutral
watch this and see dan malam a cikin bidiyon 	neutral
ok to bari muna zuwa ana duba hanya soon za mu bayyana	neutral
dalilin da yasa aka daina jin duriyata a masanaantar kannywood adamu nagudu  pls share with others	neutral
 man in red anfada masa rawa kungfu ne	neutral
pls may you suggest a hashtag for the almajiri child rights campaign	neutral
dasaura ma tunda mu akayimiyar bayi abasu abincin koloro vision 9 suboye tabkai kakaji mutanen	neutral
ni wlh da zasu hada kuddinnnam su bani da wlh sai in sai ticket in fito takarar shugaban kasa	neutral
let work together and make nigeria great again forget baba forget atiku	neutral
hahahaha shi ake kira live performance 	neutral
babban club ba 	neutral
ekiti state deputy governor and pdp governorship candidate  prof kolapo olusola eleka speaks siyasa ta fara zafi	neutral
my dear distinguished twitter people i need this fine vans just help me rt ikon allah	neutral
jiya naji wannan lbr a fcbook ban yarda ba amma yanzu na aminta hmm nigeria kenan kasarmu ta gado	neutral
kalli yar 20yrs kamar me shayarwa	neutral
anya kuwa  da wahala don na kan yi kwana goma ko fiye ban hau instagram ba amma bana kwana daya ban hau tweeter ba kuma na fi samun lavarai sahihai a tweeter	neutral
washa ta sauke nauyi wannan shekarar dai ta saka breast ba wani sauran gutsiri tsoma a bakin jamaa 	neutral
nima wani charges nake fuskanta na rasa wannan yasa da akemin abin tausaima da ba wasu kudi ke cikiba amma sai kaga anata ci au card maintenance fee alhali kuma card dinma tunda sukaminshi nike ajiye abuna 	neutral
come hajiya bamuga posting a cairo yau ba  wah happened	neutral
breaking news with immediate effect  june 12 approved by baba as democracy day not may 29 any more  giditraffic	neutral
aikune kuka mishi campaign saikuba kanku ansa yanzu 	neutral
h e baba atiku s running mate is mr peter obi  i saw it since june 23  2018  get atikulated iamatikulated	neutral
tsaya tukun kufara nuna mana pic nasu mugani	neutral
omo which aiki na kwarapshan dem wan horas dasu	neutral
thats true tambari kafi kalangu 	neutral
akwai cinema a sokoto be	neutral
so idan zanje a sauya min date of birth sai na biya 15k 	neutral
wani film ne yafito	neutral
manya irinku basu yawo da cash daman ka daukeni pa dinka kawai 	neutral
fist waving famous during military insurgency  someone is taking you for cleaners proud n  do you like our baba	neutral
ya kamata a shigar da bbc kara court dan har yanzu sarki sunusi suke cewaa 	neutral
omg ya koma apc kawai 	neutral
yanzu kinyi hankali kenan ba half naked picture in ur birthday 	neutral
munsan wasa kikeyi hjya but maigida could do it if he wanted to	neutral
yanzu misali idan bazoum yakai naushi yaza ayi pls	neutral
toh daman bama gwara naje zoo ba naga namun daji	neutral
akwai shinkafa a kano  there is rice in kano	neutral
if you wanted all nigerian entrepreneurs to get funding  then there shouldn t have been any sort of exams and screening kawai	neutral
wannan shi xai hana endsars karewa a najeriya 	neutral
saura kikara kiran wasu ruwan lokacin birthday dinki 	neutral
an karbi uzurinsa amma a matsayin sa na tsohon maaikaci kuma mai magana da yawun bakin shugaban kasa a wasu lokutan ya kamata yayi bincike mai zurfi kafin ya sanar da duk wani bayani ga jamaar nijeriya dont spread fake news  yadda suke ta fadi a duk kafafen yada labarai	neutral
it suppose to ace idan sub xakayi asamu wani discount no mttr hw small its kamama ni nazaci kyautane ma	neutral
amma bbc ku rasa inda zaku tsayar da fuskar bawan allah sai daidai bakin shi sbd kusa duniya ta ga wawulon saitunda kafin na bude vedio idona ya hango min	neutral
if nigeria were to be your private business  who among the following will you employ as the manager  baba atiku and baba buhari mbuhari	neutral
federal high court sitting in jalingo   taraba state has disqualified the state apc guber candidate ikon allah	neutral
government dai ba wasu daba	neutral
ya kamata ku bani kyauta nine farkon yin like da retweet da kuma comment da kuma saurara	neutral
bro akace duk maganan office kabarshi 	neutral
man fetur albarkar kasa ne ba kwazo ba kuma yantsiraru ke isa gareshi amma internet ta kowa da kowa ce in har yana da data access da ilimin sarrafata 	neutral
miye nisan wanan black hole din da duniya mu ta earth 	neutral
wannan supeton ma fa baabaa ne kaga yanda ya cije baki	neutral
today wednesday 06jun2018 as the president baba presides over the federal executive council  fec  meeting  dr  kayode	neutral
super dope i cant believe this  kai walhy zanso na gan movie nan 	neutral
abia people are aware of what transpired at the pdp presidential primaries indelta state allah is in control	neutral
yabashi lafiya get we soon 	neutral
the renewed restructuring debate between vice president  and one of his predecessors alhaji atiku abubakar has been trending in the media	neutral
akwai yiyuwar gwamnatin najeriya zata kara kar6o contract na korona karo na biu  kenan	neutral
a a wai whats going on ne please ana ta tweet ba tagging ko karin bayani explain naah 	neutral
yaseen ji nake kaman na bada 1k din cos lokacin da mukace bamayi ance munyi laifi toh yanzu bara muyi making up 	neutral
zaasha browsing wasu da yawa baza su maida hankali kan aiki hajj ba  	neutral
bazamu komaba har sai idan an tabbatar mana da corona ta tafi 	neutral
kunkuru sai kuma sabon suna da tasamu watu wuta sallau dalilin film din kannywood na rabilu musa dan ibro sai dai na manta sunan film din kash 	neutral
indai har companyn amasco lubricants zasu ci gaba da ɗaukan nauyin shirin labarina ai shima lukman zai iya ɗaukan nauyin komai na bikin sumayya da mahmud 	neutral
toh yakamata ka dau matakior else e go dey shock u everyday 	neutral
ina kallon woni hausa film yanzu burina naga woni naushin da kayi  sai ka ce indian hausa	neutral
dawisu ae wannan government din kabi liman ne ko kachanza masallaci 	neutral
zansu inji labarin jame wanan kuwa abeg you she son of the caliphate seasons 3 zaifito	neutral
in total  on foreign tuition alone  excluding upkeep money  off campus accommodation rent  this baba sef	neutral
a season one ko two don mu har yanxu bamu ga actor ba boss muke ta gani	neutral
ga kuma gran patron a najeriya 	neutral
it means duk qarfin na miji mace ce ke kaishi qasa 	neutral
atikuorg atiku for wall drape  billboards  lampost  traffic control shelter use magnificent prints  baba the champion	neutral
is going places  yadda likita ta koma mai daukar hoto a abuja	neutral
kannywood angelina jolie 	neutral
mudai muna bayan champion a sassauta mishi gaskia anso sumayya dayawa taxama mawaqiya gashi lukman ya ansa soyayyar ta dukda irin wulaqancin da taimishi shikuma mahmud ya rata kuma yarasa laila sannan kuma shi bexama mawaqiba bugu daqari gashi kuma shege 	neutral
meye hakan kenan kuke nufi 	neutral
between baba alhaji atiku and baba by saleh shehu ashaka	neutral
watakila dukkansu maaikatan kamfanin intels nigeria ne	neutral
wannan labarin damuke kallo company ammasco lubricant ne suka dauki nauyin kawomana 	neutral
no kayan aure no kayan daki idan aka hana kayan aure kmr an hana kayan dakine	neutral
tooom ina masu show up a a b u se a saurara in ankoma ni baby nokia ma xannema second hand insiya	neutral
mun koyi kallon dadin da kwana casa in da labarina da ammasco libricant	neutral
fahad obaid al taffag  has presented his credentials to baba mbuhari	neutral
cc yawale sai local yawo yakeyi	neutral
yanzu tsakani da allah kuma sa irin wannan hotunan a twitter ya za ayi mu da ke da takano mu sa namu	neutral
kaduna governor ana magana	neutral
with he  baba when he met the nigerian community in france	neutral
yo da zaa dainama kwata kwata mu dadi zamuji inyaso ayi total na allowances aturawa kowa kudinsa ya dan business abinda service yake koyarwa banda tabarbarewar tarbiyya ga matasa 	neutral
alhaji  chief moshood kashimawo olawale abiola  cfr  24 august 1937 7 july 1998  was a nigerian yoruba businessman and publisher	neutral
of course our kannywood 	neutral
ina ganin ya mace kamar zahra buhari kuma ya ta gaban goshin mb ganawa da ita kan 10k only yayi matuqar araha	neutral
a airport  ba inzaka hau jirgi baa kawoma harilol	neutral
yawwo rusau second round 	neutral
game din hotunan kannywood actors taba link ayi downloading  ga misali yadda game din yake 	neutral
baba buhari dodar please where are my hausa peeps i want to know what dodar means	neutral
to aini karama inkoma america  dazama	neutral
the directives from the presidency is not unconnected with the plot to use the officialefcc and other security agencies allah ko	neutral
